ID;PLZ;Strasse;Betreff;Cons_2011;Days_2011;Cons_2012;Days_2012;Cons_2013;Days_2013;FilterNonHousehold;Portal;pPoints;pEarnedPoints;pHouseholdType;pMainHeatingType;pWaterHeatingType;pLivingAreaM2;pHouseholdMembers;pCreated;pLastVisited
432;8405;Oberseenerstrasse;EG/L;393;196;260;117;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
433;8405;Oberseenerstrasse;Whg 11, OG 1/R;NA;0;NA;0;1145;181;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
434;8405;Oberseenerstrasse;OG 1/L;775;188;2076;364;764;128;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
435;8405;Oberseenerstrasse;OG 2/R+3;1176;186;699;96;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
436;8405;Oberseenerstrasse;EG/R;826;176;1759;361;1684;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
437;8405;Oberseenerstrasse;OG 2/L;1261;186;3172;366;2864;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
438;8405;Oberseenerstrasse;OG 2;2064;169;6199;359;5489;368;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
439;8405;Oberseenerstrasse;EG  Lager, Werkstatt;989;186;2850;366;2707;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
440;8405;Oberseenerstrasse;Einfamilienhaus;3144;188;8177;362;7684;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
441;8405;Oberseenerstrasse;EG/L;1166;188;2263;364;2498;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
442;8405;Oberseenerstrasse;EFH + Allg.;NA;0;NA;0;2142;175;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
443;8405;Oberseenerstrasse;OG 2;1937;173;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
444;8405;Oberseenerstrasse;OG 2;607;186;1225;336;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
445;8405;Oberseenerstrasse;OG 1/R;1005;188;2329;365;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
446;8405;Oberseenerstrasse;Einfamilienhaus;2295;181;4543;356;4346;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
447;8405;Oberseenerstrasse;Einfamilienhaus;2912;188;6469;364;6436;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
448;8405;Oberseenerstrasse;Einfamilienhaus;4447;186;7290;366;6376;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
449;8405;Oberseenerstrasse;Einfamilienhaus;3680;184;6895;367;5808;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
450;8405;Oberseenerstrasse;EG/1;1931;186;NA;1;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
451;8405;Oberseenerstrasse;OG 2/3;2505;186;6543;363;6708;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
452;8405;Oberseenerstrasse;Einfamilienhaus;1994;188;4293;365;4462;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
453;8405;Oberseenerstrasse;Einfamilienhaus;1938;188;4583;364;4513;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
454;8405;Oberseenerstrasse;Allg.;211;189;499;361;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
455;8405;Oberseenerstrasse;Allg.;1331;189;3772;361;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
456;8405;Oberseenerstrasse;Einfamilienhaus;3478;176;7227;370;4125;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
457;8405;Oberseenerstrasse;Einfamilienhaus;1825;188;4106;362;4479;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
458;8405;Oberseenerstrasse;Allg.;838;189;1374;362;1512;368;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
459;8405;Oberseenerstrasse;Allg.;13;189;20;362;22;368;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
460;8405;Oberseenerstrasse;Einfamilienhaus;1096;90;9837;447;8256;373;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
461;8405;Oberseenerstrasse;Einfamilienhaus;1967;188;4909;362;5347;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
462;8405;Oberseenerstrasse;OG 3;1561;186;4091;363;2278;189;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
463;8405;Oberseenerstrasse;OG 2/2;1989;186;3750;363;3921;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
464;8405;Oberseenerstrasse;OG 2/1 / aktiver PP;1912;186;2440;363;2178;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
465;8405;Oberseenerstrasse;Einfamilienhaus;2148;188;4624;364;4945;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
466;8405;Oberseenerstrasse;OG 1/R;469;188;1008;364;954;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
467;8405;Oberseenerstrasse;OG 2/L;505;188;832;364;973;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
468;8405;Oberseenerstrasse;Einfamilienhaus;NA;0;NA;0;1901;176;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
469;8405;Oberseenerstrasse;Einfamilienhaus;2628;186;5785;365;5523;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
470;8405;Oberseenerstrasse;Einfamilienhaus;4459;182;3042;365;4279;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
471;8405;Oberseenerstrasse;Einfamilienhaus;2394;186;5316;365;5183;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
472;8405;Oberseenerstrasse;OG 1+2;2116;176;4836;361;4782;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
473;8405;Oberseenerstrasse;Einfamilienhaus;1176;184;2473;366;2062;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
474;8405;Oberseenerstrasse;Einfamilienhaus;3512;176;7510;361;6209;373;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
475;8405;Oberseenerstrasse;Einfamilienhaus;NA;0;NA;0;1624;86;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
476;8405;Oberseenerstrasse;Einfamilienhaus;2022;188;5573;362;4995;282;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
477;8405;Oberseenerstrasse;Einfamilienhaus;4884;182;11171;365;12472;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
478;8405;Oberseenerstrasse;Einfamilienhaus;2299;176;4892;361;4365;373;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
479;8405;Oberseenerstrasse;EFH (mit Rücklieferung);1158;188;3008;363;NA;0;0;1;171;171;house;heat pump;solar;180;3;23.06.13 08:22;30.06.13 09:21
480;8405;Oberseenerstrasse;EG/L;591;188;1153;364;1013;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
481;8405;Oberseenerstrasse;EG/R;440;188;945;364;850;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
482;8405;Oberseenerstrasse;OG 1/L;573;186;1106;366;992;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
483;8405;Oberseenerstrasse;EG/L;488;186;1048;366;801;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
484;8405;Oberseenerstrasse;EG/2;1704;186;3611;363;3240;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
485;8405;Oberseenerstrasse;EG/1;664;186;1390;363;1332;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
486;8405;Oberseenerstrasse;Einfamilienhaus;5704;176;15045;361;15652;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
487;8405;Oberseenerstrasse;OG 3/2;2084;186;4354;366;4083;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
488;8405;Oberseenerstrasse;Einfamilienhaus;5175;176;10584;361;11118;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
489;8405;Oberseenerstrasse;Allg. für Häuser 110, 110 B,C,D;138;176;48;361;-55;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
490;8405;Oberseenerstrasse;Einfamilienhaus;1403;176;2609;361;2538;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
491;8405;Oberseenerstrasse;OG 1 +  OG 2;36;186;83;367;105;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
492;8405;Oberseenerstrasse;EG;929;186;1833;367;1805;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
493;8405;Oberseenerstrasse;Allg.;307;186;772;367;802;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
494;8405;Oberseenerstrasse;Einfamilienhaus;2006;188;4735;364;4849;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
495;8405;Oberseenerstrasse;OG 2/R;1287;186;2609;366;2798;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
496;8405;Oberseenerstrasse;Einfamilienhaus;1942;188;5160;362;5611;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
497;8405;Oberseenerstrasse;EG/R;1746;147;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
498;8405;Oberseenerstrasse;Einfamilienhaus;264;55;2018;364;1788;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
499;8405;Oberseenerstrasse;Einfamilienhaus;2779;188;5533;364;5379;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
500;8405;Oberseenerstrasse;Einfamilienhaus;1917;188;3465;363;3681;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
501;8405;Oberseenerstrasse;Einfamilienhaus;2427;176;2548;187;6708;547;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
502;8405;Oberseenerstrasse;Einfamilienhaus;2901;188;7254;362;7465;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
503;8405;Oberseenerstrasse;Einfamilienhaus;4112;176;9413;370;7335;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
504;8405;Oberseenerstrasse;Einfamilienhaus;2240;177;4931;361;4879;373;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
505;8405;Oberseenerstrasse;OG 2/2;1660;186;3553;363;6751;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
506;8405;Oberseenerstrasse;EG/3;3312;186;5336;363;5316;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
507;8405;Oberseenerstrasse;Einfamilienhaus;2111;188;4510;364;4700;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
508;8405;Oberseenerstrasse;Einfamilienhaus;3073;181;7656;356;8286;373;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
509;8405;Oberseenerstrasse;Einfamilienhaus;1227;188;2854;365;2738;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
510;8405;Oberseenerstrasse;Einfamilienhaus;2143;181;5188;356;5622;373;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
511;8405;Oberseenerstrasse;OG 1, Salon De-Beaute;2;184;348;363;-421;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
512;8405;Oberseenerstrasse;Einfamilienhaus;1156;182;2584;365;2495;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
513;8405;Oberseenerstrasse;Einfamilienhaus;4021;181;10947;356;11303;373;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
514;8405;Oberseenerstrasse;OG 4/L;109;52;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
515;8405;Oberseenerstrasse;Einfamilienhaus;2500;188;5741;362;5553;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
516;8405;Oberseenerstrasse;Einfamilienhaus;1868;188;2950;365;1960;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
517;8405;Oberseenerstrasse;EG/R;415;188;842;364;858;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
518;8405;Oberseenerstrasse;Hh;2468;176;4660;361;4842;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
519;8405;Oberseenerstrasse;Einfamilienhaus;2123;188;5123;364;5126;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
520;8405;Oberseenerstrasse;EG/R;386;188;710;364;358;189;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
521;8405;Oberseenerstrasse;EG;2668;176;5907;361;6047;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
522;8405;Oberseenerstrasse;#;-565;-106;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
523;8405;Oberseenerstrasse;EG/1;1417;276;2006;363;2227;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
524;8405;Oberseenerstrasse;Einfamilienhaus;4361;181;10745;365;11892;357;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
525;8405;Oberseenerstrasse;EG/R (aufgehoben);NA;0;274;42;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
526;8405;Oberseenerstrasse;EG/L+R;NA;0;44;42;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
527;8405;Oberseenerstrasse;EG/R;236;186;433;366;433;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
528;8405;Oberseenerstrasse;Einfamilienhaus;2362;176;4454;361;4754;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
529;8405;Oberseenerstrasse;EG/3;1038;186;2048;366;2225;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
530;8405;Oberseenerstrasse;OG 2/L;885;188;1444;364;1627;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
531;8405;Oberseenerstrasse;EG;1091;176;2213;361;2274;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
532;8405;Oberseenerstrasse;OG 1/2;837;170;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
533;8405;Oberseenerstrasse;EG/L;609;186;1477;366;1744;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
534;8405;Oberseenerstrasse;EG/L;753;176;1560;361;1553;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
535;8405;Oberseenerstrasse;Allg.;535;195;1238;364;1197;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
536;8405;Oberseenerstrasse;OG 1/R;1849;176;3900;361;2229;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
537;8405;Oberseenerstrasse;Einfamilienhaus;3307;176;6861;359;6784;368;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
538;8405;Oberseenerstrasse;OG 1/L;255;188;433;318;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
539;8405;Oberseenerstrasse;Einfamilienhaus;1252;186;3231;365;3141;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
540;8405;Oberseenerstrasse;OG 1/R;713;186;1418;366;1474;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
541;8405;Oberseenerstrasse;OG 1/2;203;186;371;366;291;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
542;8405;Oberseenerstrasse;OG 1/1;1630;186;2744;366;2401;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
543;8405;Oberseenerstrasse;EG/L;1244;176;3047;361;2762;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
544;8405;Oberseenerstrasse;Einfamilienhaus;1746;188;3542;365;3557;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
545;8405;Oberseenerstrasse;OG 1/3;2899;186;6236;363;4382;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
546;8405;Oberseenerstrasse;Einfamilienhaus;2505;188;5247;364;4923;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
547;8405;Oberseenerstrasse;Einfamilienhaus;1400;188;2782;362;2315;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
548;8405;Oberseenerstrasse;OG 1/1;916;186;1742;363;1663;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
549;8405;Oberseenerstrasse;OG 1+2 + WM;NA;0;3020;271;3953;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
550;8405;Oberseenerstrasse;OG 1+2 + WM;972;100;1355;95;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
551;8405;Oberseenerstrasse;Allg.;84;89;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
552;8405;Oberseenerstrasse;OG 2/L;775;104;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
553;8405;Oberseenerstrasse;OG 2/1;611;186;1141;363;981;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
554;8405;Oberseenerstrasse;EG;437;186;1217;366;1226;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
555;8405;Oberseenerstrasse;OG 2;688;186;1440;366;1037;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
556;8405;Oberseenerstrasse;OG 2/L;667;186;1649;366;1568;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
557;8405;Oberseenerstrasse;Einfamilienhaus;1282;184;7501;367;7800;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
558;8405;Oberseenerstrasse;PV - Anlage;NA;0;NA;0;NA;272;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
559;8405;Oberseenerstrasse;PV - Anlage;NA;0;NA;252;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
560;8405;Oberseenerstrasse;Einfamilienhaus;3598;186;6962;365;6426;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
561;8405;Oberseenerstrasse;OG 1/L;1689;180;2673;362;1854;350;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
562;8405;Oberseenerstrasse;EG/R;586;188;1268;364;1112;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
563;8405;Oberseenerstrasse;Einfamilienhaus;4201;186;9577;367;9635;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
564;8405;Oberseenerstrasse;EG/1;1882;186;3918;363;3939;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
565;8405;Oberseenerstrasse;Einfamilienhaus;1606;179;3500;367;1822;183;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
566;8405;Oberseenerstrasse;OG 2;1971;196;3299;363;3059;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
567;8405;Oberseenerstrasse;OG 1/R;2102;186;1823;206;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
568;8405;Oberseenerstrasse;OG 1/R;449;186;1169;366;1346;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
569;8405;Oberseenerstrasse;OG 3/2;1244;186;2846;363;3024;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
570;8405;Oberseenerstrasse;Einfamilienhaus;2077;187;4765;365;6100;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
571;8405;Oberseenerstrasse;EG/L;339;107;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
572;8405;Oberseenerstrasse;Einfamilienhaus;1364;182;1989;365;1973;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
573;8405;Oberseenerstrasse;OG 2/2;2869;186;6388;363;6181;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
574;8405;Oberseenerstrasse;OG 2/1;1239;186;2568;363;2625;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
575;8405;Oberseenerstrasse;Einfamilienhaus;6790;182;13036;365;11700;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
576;8405;Oberseenerstrasse;OG 2/L;477;188;1191;364;1311;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
577;8405;Oberseenerstrasse;OG 1/L;1040;176;2171;361;2101;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
578;8405;Oberseenerstrasse;OG 3/1;846;186;1670;363;1623;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
579;8405;Oberseenerstrasse;Einfamilienhaus;4260;186;6413;365;6932;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
580;8405;Oberseenerstrasse;Einfamilienhaus;1923;188;5326;362;5345;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
581;8405;Oberseenerstrasse;OG 1/L;1028;176;2235;361;2227;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
582;8405;Oberseenerstrasse;OG 2/L;2243;176;4544;361;4676;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
583;8405;Oberseenerstrasse;Einfamilienhaus;1285;188;2943;364;3095;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
584;8405;Oberseenerstrasse;OG 1/2;NA;0;1183;231;2272;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
585;8405;Oberseenerstrasse;EG/3;780;186;1525;363;1326;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
586;8405;Oberseenerstrasse;OG 3/R;557;188;1276;364;1327;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
587;8405;Oberseenerstrasse;OG 3/R;1463;182;2303;312;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
588;8405;Oberseenerstrasse;Einfamilienhaus;1793;183;1932;362;2368;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
589;8405;Oberseenerstrasse;EFH + Allg.;1160;88;7275;361;14577;191;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
590;8405;Oberseenerstrasse;Einfamilienhaus;NA;0;NA;0;2501;175;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
591;8405;Oberseenerstrasse;OG 2/R;514;186;2037;366;1397;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
592;8405;Oberseenerstrasse;OG 1;3862;186;8090;366;8377;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
593;8405;Oberseenerstrasse;OG 1/R;1482;188;3486;364;3328;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
594;8405;Oberseenerstrasse;Einfamilienhaus;3620;188;7241;364;6504;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
595;8405;Oberseenerstrasse;OG 2/2;NA;0;1044;332;1274;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
596;8405;Oberseenerstrasse;Einfamilienhaus;1451;188;2853;364;2944;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
597;8405;Oberseenerstrasse;Einfamilienhaus;1787;188;4164;364;4666;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
598;8405;Oberseenerstrasse;Einfamilienhaus;2389;188;4389;364;2411;188;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
599;8405;Oberseenerstrasse;EFH;1930;188;4953;362;5103;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
600;8405;Oberseenerstrasse;Einfamilienhaus;NA;0;172;141;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
601;8405;Oberseenerstrasse;Einfamilienhaus;3817;188;9519;364;10356;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
602;8405;Oberseenerstrasse;Einfamilienhaus;4062;176;12732;361;13964;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
603;8405;Oberseenerstrasse;Einfamilienhaus;1208;186;3383;364;3380;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
604;8405;Oberseenerstrasse;Einfamilienhaus;1243;188;3155;364;3154;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
605;8405;Oberseenerstrasse;EG;3023;184;5382;363;4630;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
606;8405;Oberseenerstrasse;Einfamilienhaus;6392;182;15965;365;16253;357;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
607;8405;Oberseenerstrasse;Einfamilienhaus;3016;188;10171;364;9981;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
608;8405;Oberseenerstrasse;Einfamilienhaus;1345;176;2939;361;2870;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
609;8405;Oberseenerstrasse;Einfamilienhaus;2045;188;5248;362;5720;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
610;8405;Oberseenerstrasse;Einfamilienhaus;1935;181;6568;356;5287;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
611;8405;Oberseenerstrasse;Einfamilienhaus;1615;182;5760;365;6390;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
612;8405;Oberseenerstrasse;Einfamilienhaus;3437;182;6324;365;6777;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
613;8405;Oberseenerstrasse;Einfamilienhaus;1643;176;4948;361;5317;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
614;8405;Oberseenerstrasse;Einfamilienhaus;2609;176;6263;361;6621;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
615;8405;Oberseenerstrasse;#;-1356;-90;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
616;8405;Oberseenerstrasse;OG 1/1;536;89;1655;363;1463;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
617;8405;Oberseenerstrasse;OG 1/L;720;188;1083;364;1163;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
618;8405;Oberseenerstrasse;Einfamilienhaus;2967;177;6438;370;6961;357;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
619;8405;Oberseenerstrasse;OG 1/3;2147;186;4098;366;3806;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
620;8405;Oberseenerstrasse;EG/R;1054;186;2019;366;1981;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
621;8405;Oberseenerstrasse;OG 2;1024;176;2187;361;2014;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
622;8405;Oberseenerstrasse;Einfamilienhaus;2003;176;3968;370;3734;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
623;8405;Oberseenerstrasse;OG 1/R;709;176;1507;361;1378;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
624;8405;Oberseenerstrasse;EG/R 16.02;NA;0;NA;0;723;84;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
625;8405;Oberseenerstrasse;Einfamilienhaus;1692;188;4256;362;3704;280;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
626;8405;Oberseenerstrasse;Einfamilienhaus;3301;188;7231;362;7880;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
627;8405;Oberseenerstrasse;EG/L;NA;1;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
628;8405;Oberseenerstrasse;OG 3/L;548;188;1086;364;1169;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
629;8405;Oberseenerstrasse;Einfamilienhaus;4544;188;8975;364;8714;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
630;8405;Oberseenerstrasse;Einfamilienhaus;1124;188;2138;364;2047;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
631;8405;Oberseenerstrasse;EG/3;454;180;827;330;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
632;8405;Oberseenerstrasse;OG 3/R;566;188;1498;364;1453;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
633;8405;Oberseenerstrasse;EG/R;732;188;1518;364;1466;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
634;8405;Oberseenerstrasse;OG 3;777;186;1607;366;1688;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
635;8405;Oberseenerstrasse;Einfamilienhaus;4301;176;11219;361;11858;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
